internationalname,tradename,dosageform,manufacturer,amount,limitingprice,price,certificatenumber,registrationdate,barcode,atc,reasonexclude,dateexclude
Росиглитазон,Авандия,"таблетки покрытые пленочной оболочкой 8 мг, 14 шт. - упаковки ячейковые контурные (2) - пачки картонные","Вл. - ЗАО ""ГлаксоСмитКляйн Трейдинг"" - Россия; Пр. - Глаксо Вэллком С.А. - Испания; Уп. - Глаксо Вэллком Продакшен - Франция", 28, 2 192.74,,П N013617/01,"27.02.2010
(1488-Пр/10)",4602233001999,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,22.07.2016
Сальбутамол,Сальгим**,"порошок для ингаляций дозированный 0.25 мг/доза, 200 доз, 2 г - ингаляторы дозирующие ""Циклохалер"" - пакеты полиэтиленовые - пачки картонные","ЗАО ""Пульмомед"" - Россия", 1,  87.61,,ЛСР-001933/07,"11.03.2010
(1872-Пр/10)",4603466000124,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Сальбутамол,Сальгим**,"раствор для ингаляций 1 мг/мл, 10 мл - флаконы (10) - пачки картонные","ЗАО ""Пульмомед"" - Россия", 10,  187.10,,Р N000442/02,"11.03.2010
(1872-Пр/10)",4603466000353,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Сальбутамол,Сальгим**,"раствор для ингаляций 1 мг/мл, 2.5 мл - флаконы (10) - пачки картонные","ЗАО ""Пульмомед"" - Россия", 10,  83.26,,Р N000442/02,"11.03.2010
(1872-Пр/10)",4603466000278,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Сальбутамол,Сальгим**,"раствор для ингаляций 1 мг/мл, 5 мл - флаконы (10) - пачки картонные","ЗАО ""Пульмомед"" - Россия", 10,  130.09,,Р N000442/02,"11.03.2010
(1872-Пр/10)",4603466000315,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Сальбутамол,Сальтос**,"таблетки пролонгированного действия покрытые оболочкой 7.23 мг, 30 шт. - флаконы пластиковые - пачки картонные","ЗАО ""Пульмомед"" - Россия", 30,  154.90,,Р N002277/01-2003,"11.03.2010
(1872-Пр/10)",4603466000438,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 30 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные",Бристол-Майерс Сквибб - Франция, 56, 2 217.10,,П N015401/01,"21.06.2010
(5610-Пр/10)",4602505001153,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 40 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные",Бристол-Майерс Сквибб - Франция, 56, 2 713.67,,П N015401/01,"21.06.2010
(5610-Пр/10)",4602505001177,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 30 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные",Бристол-Майерс Сквибб - Франция, 56, 2 217.10,,П N015401/01,"11.03.2010
(1872-Пр/10)",4602505001153,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 40 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные",Бристол-Майерс Сквибб - Франция, 56, 2 713.67,,П N015401/01,"11.03.2010
(1872-Пр/10)",4602505001177,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Тиамин,Тиамин-Виал**,"раствор для внутримышечного введения 50 мг/мл, 1 мл - ампулы темного стекла (10) - пачки картонные","Вл. - ООО ""Виал"" - Россия; Пр. - Сишуи Ксирканг Фармасьютикал Ко.Лтд - Китай; Уп. - ООО ""Озон"" - Россия", 10,  23.79,,ЛСР-002679/07,"29.06.2010
(6118-Пр/10)",4607027763428,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Тиоктовая кислота,Тиолипон,"концентрат для приготовления раствора для внутривенного введения 30 мг/мл, 10 мл - ампулы темного стекла (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - коробки картонные","ОАО ""Биосинтез"" - Россия", 10,  270.00,,ЛСР-005118/08,"17.03.2010
(2173-Пр/10)",4602884012245,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Тиоридазин,Сонапакс*,"драже 10 мг, 30 шт. - упаковки ячейковые контурные (2) - пачки картонные",Фармзавод Ельфа А.О. - Польша, 60,  115.36,,П N015031/01-2003,"26.03.2010
(2460-Пр-10)",5904398248028,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Тиоридазин,Сонапакс*,"драже 25 мг, 20 шт. - упаковки ячейковые контурные (3) - пачки картонные",Фармзавод Ельфа А.О. - Польша, 60,  207.65,,П N015031/01-2003,"26.03.2010
(2460-Пр-10)",5904398249025,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Транексамовая кислота,Транексам*,"раствор для внутривенного введения 50 мг/мл, 5 мл - ампулы (5) - упаковки ячейковые контурные (2) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные","Вл. - ООО ""Мир-Фарм"" - Россия; Пр. - ФГУП ""Московский эндокринный завод"" - Россия; Уп. - ЗАО ""Обнинская химико-фармацевтическая компания"" - Россия", 10, 1 127.77,,ЛСР-001709/07,"03.03.2010
(1620-Пр/10)",4607024943953,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Транексамовая кислота,Транексам*,"таблетки покрытые пленочной оболочкой 250 мг, 10 шт. - упаковки ячейковые контурные - пачки картонные","Вл. - ООО ""Мир-Фарм"" - Россия; Пр. - ЗАО ""Обнинская химико-фармацевтическая компания"" - Россия", 10,  149.29,,ЛС-001070,"03.03.2010
(1620-Пр/10)",4607024942321,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Транексамовая кислота,Транексам*,"таблетки покрытые пленочной оболочкой 250 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные","Вл. - ООО ""Мир-Фарм"" - Россия; Пр. - ЗАО ""Обнинская химико-фармацевтическая компания"" - Россия", 30,  345.20,,ЛС-001070,"03.03.2010
(1620-Пр/10)",4607024942345,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Урсодезоксихолевая кислота,Урсодезоксихолевая кислота*,"капсулы 250 мг, 10 шт. - банки полимерные - пачки картонные","ЗАО ""Северная звезда"" - Россия", 10,  118.80,,ЛСР-004408/10,"14.07.2010
(6671-Пр/10)",4607005899491,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Урсодезоксихолевая кислота,Урсодезоксихолевая кислота*,"капсулы 250 мг, 10 шт. - банки темного стекла - пачки картонные","ЗАО ""Северная звезда"" - Россия", 10,  118.80,,ЛСР-004408/10,"14.07.2010
(6671-Пр/10)",4607005899484,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Урсодезоксихолевая кислота,Урсодезоксихолевая кислота*,"капсулы 250 мг, 10 шт. - упаковки ячейковые контурные - пачки картонные","ЗАО ""Северная звезда"" - Россия", 10,  120.96,,ЛСР-004408/10,"14.07.2010
(6671-Пр/10)",4607005899460,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Урсодезоксихолевая кислота,Урсодезоксихолевая кислота*,"капсулы 250 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные","ЗАО ""Северная звезда"" - Россия", 50,  594.00,,ЛСР-004408/10,"14.07.2010
(6671-Пр/10)",4607005899477,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Урсодезоксихолевая кислота,Урсодезоксихолевая кислота*,"капсулы 250 мг, 10 шт. - флаконы полимерные - пачки картонные","ЗАО ""Северная звезда"" - Россия", 10,  117.72,,ЛСР-004408/10,"14.07.2010
(6671-Пр/10)",4607005899514,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Урсодезоксихолевая кислота,Урсодезоксихолевая кислота*,"капсулы 250 мг, 50 шт. - банки полимерные - пачки картонные","ЗАО ""Северная звезда"" - Россия", 50,  591.84,,ЛСР-004408/10,"30.07.2010
(7464-Пр/10)",4607005899507,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Урсодезоксихолевая кислота,Урсодезоксихолевая кислота*,"капсулы 250 мг, 50 шт. - флаконы полимерные - пачки картонные","ЗАО ""Северная звезда"" - Россия", 50,  590.76,,ЛСР-004408/10,"30.07.2010
(7464-Пр/10)",4607005899521,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Флутамид,Флуцином,"таблетки 250 мг, 10 шт. - упаковки ячейковые контурные (10) - пачки картонные",Шеринг-Плау Лабо Н.В. - Бельгия, 100, 1 542.52,,П N012620/01,"11.03.2010
(1872-Пр/10)",4602210000328,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,12.11.2015
Фуросемид,Фуросемид,"раствор для внутривенного и внутримышечного введения (в РУ - раствор для инъекций) 10 мг/мл (в РУ - 1%), 2 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором/ - пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  13.39,,Р N000655/01-2001,"19.02.2010
(1230-Пр/10)",4602884001904,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Фуросемид,Фуросемид*,"таблетки 40 мг, 25 шт. - упаковки ячейковые контурные (2) - пачки картонные","ОАО ""Фармстандарт-Томскхимфарм"" - Россия", 50,  8.24,,ЛС-000488,"15.03.2010
(1907-Пр/10)",4602196002156,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Хлорамбуцил,Лейкеран**,"таблетки покрытые оболочкой 2 мг, 25 шт. - флаконы темного стекла - пачки картонные","Вл. - ЗАО ""ГлаксоСмитКляйн Трейдинг"" - Россия; Пр. - Экселла ГмбХ - Германия", 25,  395.66,,П N015965/01,"27.02.2010
(1488-Пр/10)",4607008130423,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Хлорамфеникол,Левомицетин**,"таблетки 500 мг, 10 шт. - упаковки безъячейковые контурные","ОАО ""Дальхимфарм"" - Россия", 10,  9.84,,ЛС-000509,"30.07.2010
(7464-Пр/10)",4602824000943,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Хлорамфеникол,Левомицетин**,"таблетки 500 мг, 10 шт. - упаковки безъячейковые контурные","ОАО ""Дальхимфарм"" - Россия", 10,  9.84,,ЛС-000509,"17.03.2010
(2173-Пр/10)",4602824000943,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Хлоргексидин,Хлоргексидина биглюконат*,"раствор для местного и наружного применения 0.2%, 100 мл - флаконы темного стекла","ООО ""Росбио"" - Россия", 1,  7.56,,ЛСР-000160/09,"15.03.2010
(1907-Пр/10)",4602453003001,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Хлоргексидин,Хлоргексидина биглюконат*,"раствор для наружного применения 0.5%, 100 мл - флаконы темного стекла","ООО ""Росбио"" - Россия", 1,  8.64,,ЛСР-000160/09,"15.03.2010
(1907-Пр/10)",4602453003025,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Хлоргексидин,Хлоргексидина биглюконат*,"раствор для наружного применения 1%, 100 мл - флаконы темного стекла ","ООО ""Росбио"" - Россия", 1,  9.72,,ЛСР-000160/09,"15.03.2010
(1907-Пр/10)",4602453003056,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Хлоргексидин,Хлоргексидина биглюконат*,"раствор для наружного применения 5%, 100 мл - флаконы темного стекла","ООО ""Росбио"" - Россия", 1,  16.20,,ЛСР-000160/09,"15.03.2010
(1907-Пр/10)",4602453003087,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Цефазолин,Цефазолин Эльфа*,порошок для приготовления раствора для внутривенного и внутримышечного введения 1 г - флаконы - пачки картонные,Эльфа Лабораториз - Индия, 1,  11.70,,ЛСР-001364/08,"10.03.2010
(1808-Пр/10)",4607037190160,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Цефазолин,Цефазолин Эльфа*,порошок для приготовления раствора для внутривенного и внутримышечного введения 1 г - флаконы (50) - коробки картонные,Эльфа Лабораториз - Индия, 50,  584.86,,ЛСР-001364/08,"10.03.2010
(1808-Пр/10)",4607037190177,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Цефепим,Цефепим-Виал**,порошок для приготовления раствора для внутривенного и внутримышечного введения 1 г - флаконы темного стекла - пачки картонные,"Вл. - ООО ""Виал"" - Россия; Пр. - Северная Китайская Фармацевтическая Корпорация Лтд - Китай; Уп. - ООО ""Озон"" - Россия", 1,  220.37,,ЛСР-006747/08,"29.06.2010
(6118-Пр/10)",4607027763473,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Цефотаксим,Цефотаксим-Виал**,порошок для приготовления раствора для внутривенного и внутримышечного введения 1 г - флаконы - пачки картонные,"Вл. - ООО ""Виал"" - Россия; Пр. - Северная Китайская Фармацевтическая Корпорация Лтд - Китай; Уп. - ООО ""Озон"" - Россия", 1,  22.23,,ЛСР-000024,"29.06.2010
(6118-Пр/10)",4607027763459,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Цефтриаксон,Цефтриаксон-Виал**,порошок для приготовления раствора для внутривенного и внутримышечного введения 1 г - флаконы - пачки картонные,"Вл. - ООО ""Виал"" - Россия; Пр. - Северная Китайская Фармацевтическая Корпорация Лтд - Китай; Уп. - ООО ""Озон"" - Россия", 1,  24.61,,ЛСР-000023,"29.06.2010
(6118-Пр/10)",4607027763466,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Цианокобаламин,Цианокобаламин**,"раствор для инъекций 0.2 мг/мл, 1 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные","ОАО ""Дальхимфарм"" - Россия", 10,  11.12,,ЛС-000077,"17.03.2010
(2173-Пр/10)",4602824000561,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Цианокобаламин,Цианокобаламин-Виал**,"раствор для инъекций 0.2 мг/мл, 1 мл - ампулы (10) - упаковки ячейковые контурные - пачки картонные","Вл. - ООО ""Виал"" - Россия; Пр. - Си Эс Пи Си Оуи Фармасьютикал Ко.Лтд - Китай; Уп. - ООО ""Озон"" - Россия", 10,  16.88,,ЛСР-001942/09,"29.06.2010
(6118-Пр/10)",4607027763510,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Циклофосфамид,Циклофосфан*,порошок для приготовления раствора для внутривенного и внутримышечного введения 200 мг - флаконы - пачки картонные,"ООО ""Компания ""Деко"" - Россия", 1,  18.36,,ЛС-001048,"26.03.2010
(2460-Пр-10)",4605391001047,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Циклофосфамид,Циклофосфан*,порошок для приготовления раствора для внутривенного и внутримышечного введения 200 мг - флаконы (50) - коробки картонные,"ООО ""Компания ""Деко"" - Россия", 50,  918.00,,ЛС-001048,"08.04.2010
(2960-Пр/10)",4605391001092,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ципрофлоксацин,Ципробай,"раствор для инфузий 2 мг/мл, 100 мл - флаконы - пачки картонные",Байер Хелскэр АГ - Германия, 1,  528.72,,П N013670/02,"27.02.2010
(1488-Пр/10)",4008500127100,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,23.08.2016
Ципрофлоксацин,Ципрофлоксацин*,"раствор для инфузий (в РУ - раствор для внутривенного введения) 2 мг/мл, 1 шт., 100 мл - флаконы полиэтиленовые - пакеты полипропиленовые (24) - коробки картонные","Вл. - ЗАО ""НПЦ"" Эльфа"" - Россия; Пр. - Эльфа Лабораториз - Индия", 24,  487.59,,ЛСР-007784/09,"10.03.2010
(1808-Пр/10)",4607037190399,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Эналаприл,Эналаприл*,"таблетки 10 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","ЗАО ""Канонфарма продакшн"" - Россия", 20,  7.96,,Р N001443/01,"11.03.2010
(1872-Пр/10)",4606486002185,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Эналаприл,Эналаприл**,"таблетки 20 мг, 10 шт. - упаковки безъячейковые контурные (2) - пачки картонные",Ранбакси Лабораториз Лимитед - Индия, 20,  53.95,,ЛС-001866,"04.03.2010
(1729-Пр/10)",4601764005223,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,
Эналаприл,Эналаприл*,"таблетки 20 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","ЗАО ""Канонфарма продакшн"" - Россия", 20,  9.58,,ЛСР-009718/08,"11.03.2010
(1872-Пр/10)",4606486002499,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Эналаприл,Эналаприл*,"таблетки 5 мг, 10 шт. - упаковки ячейковые контурные (2) - пачки картонные","ЗАО ""Канонфарма продакшн"" - Россия", 20,  6.51,,Р N001443/01,"11.03.2010
(1872-Пр/10)",4606486002161,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Эпинефрин,Адреналина гидрохлорид-Виал**,"раствор для инъекций 1 мг/мл, 1 мл - ампулы темного стекла (5) - упаковки ячейковые контурные - пачки картонные","Вл. - ООО ""Виал"" - Россия; Пр. - Сишуи Ксирканг Фармасьютикал Ко.Лтд - Китай; Уп. - ООО ""Озон"" - Россия", 5,  47.01,,ЛСР-000780/08,"29.06.2010
(6118-Пр/10)",4607027763367,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Эстрадиол,Прогинова*,"драже 2 мг, 21 шт. - упаковки ячейковые контурные - пачки картонные",Вл. - Шеринг С.а.С. [дочернее предприятие Шеринг АГ] - Франция; Пр. - Дельфарм Лилль С.а.С. - Франция, 21,  180.00,,П N013529/01,"30.07.2010
(7464-Пр/10)",4029668001057,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,06.03.2015
Эстрадиол,Прогинова*,"драже 2 мг, 21 шт. - упаковки ячейковые контурные - пачки картонные",Вл. - Шеринг С.а.С. [дочернее предприятие Шеринг АГ] - Франция; Пр. - Дельфарм Лилль С.а.С. - Франция, 21,  180.00,,П N013529/01,"27.02.2010
(1488-Пр/10)",4029668001057,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,06.03.2015
Этамзилат,Этамзилат,"раствор для инъекций 125 мг/мл, 2 мл - ампулы (10) /в комплекте с ножом ампульным или скарификатором, если необходим для ампул данного типа/ - пачки картонные","ОАО ""Биосинтез"" - Россия", 10,  17.16,,ЛС-002265,"19.02.2010
(1230-Пр/10)",4602884005155,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,20.07.2016
Этосуксимид,Суксилеп*,"капсулы 250 мг, 120 шт. - флаконы темного стекла - пачки картонные",Вл. - Йенафарм ГмбХ и Ко.КГ - Германия; Пр. - Дельфарм Лилль С.а.С. - Франция; Уп. - Шеринг ГмбХ и Ко.Продукционс КГ - Германия, 120,  726.00,,П N013730/01,"27.02.2010
(1488-Пр/10)",4013742001927,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ацикловир,Виролекс,"крем для наружного применения 5%, 5 г - тубы алюминиевые - пачки картонные","КРКА, д.д., Ново место, Словения", 1,  140.39,,П N014287/02,"24.12.2010
(25/31)",3838989500481,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,16.12.2015
~,Анаферон****(*)*,"таблетки для рассасывания, 20 шт. - упаковки ячейковые контурные - пачки картонные",Материа Медика Холдинг НПФ ООО Россия, 20,  99.47,,Р N003362/01,"30.12.2010
(42/31)",4607009581187,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Метилпреднезолона ацепонат,Адвантан*,"эмульсия для наружного применения 0,1% 20 г",Интендис ГмбХ Германия/ Интендис Мануфэкчуринг СпА Италия/ Интендис Мануфэкчуринг СпА Италия, 1,  292.54,,П N013563/02,20.01.2011 (Приказ 22/31-11),4260085520275,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Метилпреднезолона ацепонат,Адвантан*,"эмульсия для наружного применения 0,1% 20 г","Вл.-Интендис ГмбХ Германия;Пр.-Интендис Мануфэкчуринг СпА Италия;Перв.Уп.-Интендис  Мануфэкчуринг СпА Италия;Втор.Уп.,Вып.к.-Интендис Мануфэкчуринг СпА Италия.", 1,  292.54,,П N013563/02,"20.01.2011
(22/31-11)",4260085520275,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Верапамил,Изоптин,"раствор для внутривенного введения 2.5 мг/мл, 2 мл - ампулы (5) - поддоны картонные (1) или блистеры из ПВХ или полистирола (1) - пачки картонные.","Вл.-Эбботт ГмбХ и Ко.КГ Германия;Пр.,Перв.Уп.-Эбеве Фарма Гес.м.б.Х. Нфг КГ Австрия;Втор.Уп.-Эбеве Фарма Гес.м.б.Х. Нфг КГ Австрия
;Вып.к.-Эбботт ГмбХ и Ко.КГ Германия.", 5,  93.68,,П N015547/01,"21.01.2011
(39/31-11)",8002660000583,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,18.01.2016
Кальцитонин,Алостин,"спрей назальный дозированный 200 МЕ/доза, 14 доз, 2 мл - флаконы с дозирующим устройством (1) - пачки картонные","Вл.-Генфа Медика С.А. Швейцария;Пр.,Перв.Уп.-Апотекс Инк Канада;Втор.Уп.,Вып.к.-Биотэк МФПДК ЗАО Россия.", 1, 1 338.00,,ЛСР-000088,"24.12.2010
(14/31)",4606915001147,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,18.02.2016
Кальцитонин,Вепрена,спрей назальный дозированный 200 МЕ/доза-флакон с дозирующим устройством 2 мл (14 доз) (1) - пачка картонная,Натива ООО Россия, 1, 1 330.00,,ЛП-000017,"10.02.2011
(132/31-11)",4630008130018,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,26.02.2016
Кальцитонин,Вепрена,спрей назальный дозированный 200 МЕ/доза-флакон с дозирующим устройством 2 мл (14 доз) (2) - пачка картонная,Натива ООО Россия, 2, 1 900.00,,ЛП-000017,"10.02.2011
(132/31-11)",4630008130025,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,26.02.2016
Хлоргексидин,Хлоргексидин**(*)*,"суппозитории вагинальные, 16 мг, 5 шт., упаковки ячейковые контурные (2) - пачки картонные","ОАО ""Биохимик"" Россия", 10,  142.10,,ЛСР-007184/10,"18.02.2011
(169/31-11)",4602509016375,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Амиодарон,Амиодарон,"таблетки 200 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные","ОАО ""АВВА РУС"" Россия", 30,  37.91,,ЛС-000753,"21.02.2011
(181/31-11)",4607003663117,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,11.04.2016
Верапамил,Верапамил*,"таблетки покрытые оболочкой 40 мг, 10 шт. - упаковки ячейковые контурные (5) - пачки картонные","ОАО ""АВВА РУС"" Россия", 50,  25.35,,ЛС-002664,"21.02.2011
(181/31-11)",4607003665296,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Индапамид,Индапамид*,"таблетки покрытые оболочкой 2.5 мг, 10 шт. - упаковки ячейковые контурные (3) - пачки картонные","ОАО ""АВВА РУС"" Россия", 30,  14.86,,Р N003436/01,"21.02.2011
(181/31-11)",4607003664541,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 30 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные","Вл.-Бристол-Майерс Сквибб Компани США;Пр.-Эмкюр Фармасьютикалз Инк. США;Перв.Уп.,Втор.Уп.,Вып.к.-Бристол-Майерс Сквибб С.р.Л. Италия.", 56, 2 217.10,,П N015401/01,"22.02.2011
(189/31-11)",4602505007360,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 40 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные","Вл.-Бристол-Майерс Сквибб Компани США;Пр.-Эмкюр Фармасьютикалз Инк. США;Перв.Уп.,Втор.Уп.,Вып.к.-Бристол-Майерс Сквибб С.р.Л. Италия.", 56, 2 713.67,,П N015401/01,"22.02.2011
(189/31-11)",4602505007377,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 40 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные","Вл.-Бристол-Майерс Сквибб Компани США;Пр.-Эмкюр Фармасьютикалз Инк. США;Перв.Уп.,Втор.Уп.,Вып.к.-Бристол-Майерс Сквибб Франция.", 56, 2 713.67,,П N015401/01,"22.02.2011
(189/31-11)",4602505007377,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ставудин,Зерит*,"капсулы 30 мг, 14 шт. - упаковки ячейковые контурные (4) - пачки картонные","Вл.-Бристол-Майерс Сквибб Компани США;Пр.-Эмкюр Фармасьютикалз Инк. США;Перв.Уп.,Втор.Уп.,Вып.к.-Бристол-Майерс Сквибб Франция.", 56, 2 217.10,,П N015401/01,"22.02.2011
(189/31-11)",4602505007360,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Ацикловир,Гервиракс*,крем для наружного применения 5% - 10 г- туба  - пачка картонная,Фармацевтическая фабрика Санкт-Петербурга ОАО Россия, 1,  14.02,,ЛСР-001797/07,"15.03.2011
(228/31-11)",4605059012828,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Метопролол,Метокор Адифарм*,"раствор для внутривенного введения 1 мг/мл, ампула 5 мл, 10 шт. - блистеры (1) - пачка картонная","Вл.,Пр.-Адифарм ЕАД Болгария;Перв.Уп.-Ветпром АД Болгария;Втор.Уп.,Вып.к.-Адифарм ЕАД Болгария.", 10,  792.93,,ЛП-000022,"15.03.2011
(229/31-11)",3800089811248,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Гонадотропин хорионический,Гонадотропин хорионический**,"лиофилизат для приготовления раствора для внутримышечного введения 1,5 тыс.ЕД - флаконы 5 мл (5) - упаковки ячейковые контурные /в комплекте с растворителем: натрия хлорида раствор 0,9% (ампулы) 1мл-5шт./ - пачки картонные",Московский эндокринный завод ФГУП Россия, 5,  461.52,,ЛС-002469,"31.03.2011
(302/31-11)",4602676004502,,представления производителем лекарственного препарата заявления об исключении сведений из реестра,
Нистатин,Нистатин,"таблетки покрытые оболочкой 500 000 ЕД, 10 шт. -упаковки ячейковые контурные (150) - коробки картонные","РУП ""Белмедпрепараты"", Республика Беларусь",1 500,  810.00,,ЛС-000867,"04.04.2011
(318/31-11)",4810133009209,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,16.12.2015
Эстрадиол,Прогинова*,"драже 2 мг, 21 шт. - упаковки ячейковые контурные - пачки картонные","Вл.-Байер Шеринг Фарма АГ, Германия;Пр.,Перв.Уп.,Втор.Уп.,Вып.к.-Дельфарм Лилль САС, Франция.", 21,  123.00,,П N013529/01,"18.04.2011
(368/31-11)",4029668001057,,исключения лекарственного препарата из перечня жизненно необходимых и важнейших лекарственных препаратов,
Индинавир,Криксиван,"капсулы 400 мг, 180 шт. - флаконы полиэтиленовые - пачки картонные","Вл.-Мерк Шарп и Доум Б.В. Нидерланды;Пр.-Мерк и Ко. Инк США;Перв.Уп.,Втор.Уп.,Вып.к.-Мерк Шарп и Доум Б.В. Нидерланды.", 180, 1 914.46,,П N011421/02,"19.04.2011
(375/31-11)",8711141398230,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,18.05.2016
Винпоцетин,Винпоцетин,"концентрат для приготовления раствора для инфузий 5 мг/мл, 2 мл ампулы (5) - упаковка контурная ячейковая (2) /со скарификатором или ножом для вскрытия ампул/ - пачки картонные","ЗАО ""Биннофарм"" Россия", 10,  90.00,,ЛП-000135,"07.06.2011
(479/31-11)",4610004580260,,исключения лекарственного препарата из государственного реестра лекарственных средств для медицинского применения,18.02.2016
